Symbol,Name,Industry,IndustryCode
PDCE,PDC Energy Inc,오일 및 가스,501020
SRCL,Stericycle Inc,전문 및 상업 서비스,522030
SITM,SiTime Corp,반도체 및 반도체 장비,571010
STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
RELY,Remitly Global Inc,전문 및 상업 서비스,522030
PAAS,Pan American Silver Corp,메탈&마이닝,512010
ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
SLM,SLM Corp,은행,551010
UFPI,Ufp Industries Inc,종이 및 임산물,513010
ME,23andMe Holding Co. Class A,헬스케어 업체 및 서비스,561020
SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
GSHD,Goosehead Insurance Inc Class A,보험,553010
LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
MTTR,Matterport Inc Class A,소프트웨어 및 IT서비스,572010
EYE,National Vision Holdings Inc,전문품 상점,534030
WTFC,Wintrust Financial Corp,은행,551010
NKLA,Nikola Corporation,자동차 및 자동차 부품,531010
SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
BLDP,Ballard Power Systems Inc,재생에너지,502010
RDFN,Redfin Corp,부동산 운영 관리,601010
QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
BCPC,Balchem Corp,식품 및 담배,541020
MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
ABCM,Abcam PLC ADR,제약,562010
CDK,CDK Global Inc,소프트웨어 및 IT서비스,572010
TRUP,Trupanion Inc,보험,553010
ADPT,Adaptive Biotechnologies Corp,생명과학 및 메디컬 리서치,562020
HCM,HUTCHMED (China) Ltd ADR,제약,562010
DSEY,Diversey Holdings Ltd,화학,511010
JBLU,JetBlue Airways Corp,운송업,524060
ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
ANAT,American National Group Inc,보험,553010
VIRT,Virtu Financial Inc Class A,투자은행 및 서비스,551020
TGTX,TG Therapeutics Inc,생명과학 및 메디컬 리서치,562020
WEN,Wendys Co,호텔 및 엔터테인먼트,533010
MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
QDEL,Quidel Corp,헬스케어 장비 및 용품,561010
UMBF,UMB Financial Corp,은행,551010
LBTYA,Liberty Global PLC Class A,통신 서비스,574010
OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
LZ,LegalZoom.com Inc,소프트웨어 및 IT서비스,572010
TLRY,Tilray Inc,제약,562010
UBSI,United Bankshares Inc,은행,551010
LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
SIGI,Selective Insurance Group Inc,보험,553010
PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
NWSA,News Corp Class A,미디어 및 출판,533020
DADA,Dada Nexus Ltd ADR,소프트웨어 및 IT서비스,572010
ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
NWS,News Corp Class B,미디어 및 출판,533020
DIOD,Diodes Inc,반도체 및 반도체 장비,571010
FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
UMPQ,Umpqua Holdings Corp,은행,551010
OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
KNSL,Kinsale Capital Group Inc,보험,553010
KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
CGC,Canopy Growth Corp,제약,562010
KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
LHCG,LHC Group Inc,헬스케어 업체 및 서비스,561020
AVDX,Avidxchange Holdings Inc,전문 및 상업 서비스,522030
NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
SLGN,Silgan Holdings Inc,용기 및 포장,513020
JOBS,51job Inc ADR,전문 및 상업 서비스,522030
STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
HWC,Hancock Whitney Corp,은행,551010
OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
DISCA,Discovery Inc Series A,미디어 및 출판,533020
ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
HAIN,Hain Celestial Group Inc,식품 및 담배,541020
ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
FLYW,Flywire Corp,전문 및 상업 서비스,522030
ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
ESGR,Enstar Group Ltd,보험,553010
LANC,Lancaster Colony Corp,식품 및 담배,541020
CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
RNW,Renew Energy Global PLC Class A,전기 유틸리티,591010
NEGG,Newegg Commerce Inc,소프트웨어 및 IT서비스,572010
IMAB,I-Mab ADR,제약,562010
LESL,Leslie's Inc,전문품 상점,534030
VG,Vonage Holdings Corp,통신 서비스,574010
SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
HOMB,Home BancShares Inc,은행,551010
MNDT,Mandiant Inc,소프트웨어 및 IT서비스,572010
BHF,Brighthouse Financial Inc,보험,553010
ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
AMRS,Amyris Inc,화학,511010
SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
SAFM,Sanderson Farms Inc,식품 및 담배,541020
LOB,Live Oak Bancshares Inc,은행,551010
ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
PPBI,Pacific Premier Bancorp Inc,은행,551010
LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
BIGC,Bigcommerce Holdings Inc Series 1,소프트웨어 및 IT서비스,572010
FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
AUPH,Aurinia Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
OLK,Olink Holding AB (publ) ADR,사무기기,571050
CCMP,CMC Materials Inc,반도체 및 반도체 장비,571010
ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
BRP,BRP Group Inc Class A,보험,553010
SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
BECN,Beacon Roofing Supply Inc,주택건설,532030
VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
EBC,Eastern Bankshares Inc,은행,551010
COKE,Coca-Cola Consolidated Inc,음료,541010
BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
SHOO,Steven Madden Ltd,섬유 및 의류,532020
DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
AVT,Avnet Inc,전자 장비 및 부품,571040
INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
SMPL,Simply Good Foods Co,식품 및 담배,541020
MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
SKIN,Beauty Health Co Class A,"개인, 가정 용품 및 서비스",542010
ISBC,Investors Bancorp Inc,은행,551010
VMEO,Vimeo Inc,소프트웨어 및 IT서비스,572010
EVCM,EverCommerce Inc,소프트웨어 및 IT서비스,572010
ABCB,Ameris Bancorp,은행,551010
RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
ACIW,ACI Worldwide Inc,핀테크,573010
TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
ACT,Enact Holdings Inc,보험,553010
VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
IAS,Integral Ad Science Holding Corp,소프트웨어 및 IT서비스,572010
FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CYRX,Cryoport Inc,화물 및 물류 서비스,524050
ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SSRM,SSR Mining Inc,메탈&마이닝,512010
FHB,First Hawaiian Inc,은행,551010
NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
ULCC,Frontier Group Holdings Inc,운송업,524060
SFNC,Simmons First National Corp Class A,은행,551010
SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
UDMY,Udemy Inc,소프트웨어 및 IT서비스,572010
MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
TIGO,Millicom International Cellular SA,통신 서비스,574010
SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
MEOH,Methanex Corp,화학,511010
NVMI,Nova Ltd,반도체 및 반도체 장비,571010
GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
CATY,Cathay General Bancorp,은행,551010
VEON,VEON Ltd ADR,통신 서비스,574010
FCFS,FirstCash Inc,은행,551010
URBN,Urban Outfitters Inc,전문품 상점,534030
XRX,Xerox Holdings Corp,사무기기,571050
FORM,FormFactor Inc,반도체 및 반도체 장비,571010
NMRK,Newmark Group Inc Class A,부동산 운영 관리,601010
VC,Visteon Corp,자동차 및 자동차 부품,531010
ALGT,Allegiant Travel Co,운송업,524060
LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
BIRD,Allbirds Inc Class A,섬유 및 의류,532020
LOPE,Grand Canyon Education Inc,교육서비스,631010
LGIH,LGI Homes Inc,주택건설,532030
CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
PTLO,Portillos Inc Class A,호텔 및 엔터테인먼트,533010
MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
KYMR,Kymera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LYEL,Lyell Immunopharma Inc,생명과학 및 메디컬 리서치,562020
CTKB,Cytek Biosciences Inc,헬스케어 장비 및 용품,561010
COOP,Mr Cooper Group Inc,은행,551010
IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
FCEL,Fuelcell Energy Inc,재생에너지,502010
CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
UCBI,United Community Banks Inc,은행,551010
AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
PSEC,Prospect Capital Corp,다양한 금융서비스,555010
RXRX,Recursion Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FA,First Advantage Corp,전문 및 상업 서비스,522030
ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
TCBI,Texas Capital Bancshares Inc,은행,551010
NAVI,Navient Corp,은행,551010
IBTX,Independent Bank Group Inc,은행,551010
AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
TBK,Triumph Bancorp Inc,은행,551010
MLKN,MillerKnoll Inc,전문 및 상업 서비스,522030
GRFS,Grifols SA ADR,제약,562010
QFIN,360 DigiTech Inc ADR,은행,551010
WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
WISH,ContextLogic Inc Class A,소프트웨어 및 IT서비스,572010
CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
MRM,Medirom Healthcare Technologies Inc ADR,"개인, 가정 용품 및 서비스",542010
FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
ONB,Old National Bancorp,은행,551010
NWE,NorthWestern Corp,전기 유틸리티,591010
RIOT,Riot Blockchain Inc,핀테크,573010
IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
INDB,Independent Bank Corp (Massachusetts),은행,551010
CDLX,Cardlytics Inc,미디어 및 출판,533020
JJSF,J & J Snack Foods Corp,식품 및 담배,541020
MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
REGI,Renewable Energy Group Inc,재생에너지,502010
HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
APLS,Apellis Pharmaceuticals Inc,제약,562010
NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
MRCY,Mercury Systems Inc,우주항공 및 국방,521010
VCTR,Victory Capital Holdings Inc Class A,투자은행 및 서비스,551020
MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SFIX,Stitch Fix Inc Class A,소프트웨어 및 IT서비스,572010
PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
FWRD,Forward Air Corp,화물 및 물류 서비스,524050
IBOC,International Bancshares Corp,은행,551010
TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
RCII,Rent-A-Center Inc,전문품 상점,534030
ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
COLB,Columbia Banking System Inc,은행,551010
MGEE,MGE Energy Inc,전기 유틸리티,591010
IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
ARRY,Array Technologies Inc,재생에너지,502010
HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
MVST,Microvast Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
CVBF,CVB Financial Corp,은행,551010
FFIE,Faraday Future Intelligent Electric Inc,자동차 및 자동차 부품,531010
ARCB,ArcBest Corp,화물 및 물류 서비스,524050
TIL,Instil Bio Inc,생명과학 및 메디컬 리서치,562020
SANM,Sanmina Corp,반도체 및 반도체 장비,571010
CCXI,ChemoCentryx Inc,제약,562010
DOMO,Domo Inc Class B,소프트웨어 및 IT서비스,572010
AUB,Atlantic Union Bankshares Corp,은행,551010
THRM,Gentherm Inc,자동차 및 자동차 부품,531010
KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
OPK,OPKO Health Inc,제약,562010
FULT,Fulton Financial Corp,은행,551010
PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
OM,Outset Medical Inc,헬스케어 장비 및 용품,561010
PRTA,Prothena Corporation PLC,생명과학 및 메디컬 리서치,562020
STGW,Stagwell Inc Class A,미디어 및 출판,533020
OTTR,Otter Tail Corp,전기 유틸리티,591010
SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
FIBK,First Interstate BancSystem Inc Class A,은행,551010
CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
PLXS,Plexus Corp,반도체 및 반도체 장비,571010
SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
MOMO,Hello Group Inc ADR,소프트웨어 및 IT서비스,572010
HHR,HeadHunter Group PLC ADR,전문 및 상업 서비스,522030
EXAI,Exscientia PLC ADR,생명과학 및 메디컬 리서치,562020
GBDC,Golub Capital Bdc Inc,다양한 금융서비스,555010
EVGO,EVgo Inc Class A,전기 유틸리티,591010
RMBS,Rambus Inc,반도체 및 반도체 장비,571010
ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
VRM,Vroom Inc,소프트웨어 및 IT서비스,572010
LILM,Lilium NV Class A,우주항공 및 국방,521010
UCTT,Ultra Clean Holdings Inc,반도체 및 반도체 장비,571010
ASTR,Astra Space Inc Class A,우주항공 및 국방,521010
CDXS,Codexis Inc,생명과학 및 메디컬 리서치,562020
SCPL,Sciplay Corp Class A,소프트웨어 및 IT서비스,572010
WSFS,WSFS Financial Corp,은행,551010
PCRX,Pacira Biosciences Inc,제약,562010
SLGC,Somalogic Inc Class A,생명과학 및 메디컬 리서치,562020
HCAT,Health Catalyst Inc,헬스케어 장비 및 용품,561010
VERV,Verve Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PAYO,Payoneer Global Inc,전문 및 상업 서비스,522030
